index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
1367,1,stumbles,4,But Arkansas Gov. Clinton stumbles with his long-winded nominating speech .,But Arkansas Gov. Clinton [Mask] with his long-winded nominating speech .,The second ad says Mr. Weicker was n't always sleeping .,sleeping,9
1368,0,eating,26,"His brother Woody , who 's worth $ 100 million , is a grotesque 250-pound alcoholic moron who spends his time watching Arnold Schwarzenegger movies , eating peanuts , and floating stark naked on a rubber raft in his indoor swimming pool listening to favorites from `` My Fair Lady . '' -LRB- He also has raped and assaulted a showgirl. -RRB-/-RRB-","His brother Woody , who 's worth $ 100 million , is a grotesque 250-pound alcoholic moron who spends his time watching Arnold Schwarzenegger movies , [Mask] peanuts , and floating stark naked on a rubber raft in his indoor swimming pool listening to favorites from `` My Fair Lady . '' -LRB- He also has raped and assaulted a showgirl. -RRB-/-RRB-","Out-of-home entertainment -- such as films , sporting events , eating out , dancing , theater , shopping and amusement parks -- was a leisure-time activity for 43 % of respondents . -LRB- The survey included multiple responses. -RRB-/-RRB-",eating,10
1369,0,pumping,12,Other investigators say faulty idling valves can make cars surge by suddenly pumping extra air into the engines .,Other investigators say faulty idling valves can make cars surge by suddenly [Mask] extra air into the engines .,The result: Some car makers are cooling their hot rods .,cooling,6
1370,0,dance,43,"Indeed , the musical 's whole point is expressed through a single climactic , apocalyptic number called `` Rockland , '' in which the cast , suddenly dressed in hip , punky clothes , leather jackets and army fatigues , sings `` We dance together in a bar to the same creeping sense of ennui . ''/''","Indeed , the musical 's whole point is expressed through a single climactic , apocalyptic number called `` Rockland , '' in which the cast , suddenly dressed in hip , punky clothes , leather jackets and army fatigues , sings `` We [Mask] together in a bar to the same creeping sense of ennui . ''/''","Afterward , Enrique `` Quique '' Galarza , Cojunto 's lively , goateed , 40-ish lead singer , explained that he and his colleagues recently dissolved a pre-existing group and started Cojunto , so they do n't have any home turf dates either .",dissolved,25
1371,0,dissolve,12,A few aspirin facts: Aspirin tablets take up to 20 minutes to dissolve in your stomach .,A few aspirin facts: Aspirin tablets take up to 20 minutes to [Mask] in your stomach .,Most budget experts agree that any credible solution to the deficit problem will have to attack two political sacred cows: taxes and Social Security .,attack,15
1372,0,plowed,1,"He plowed afoot behind a mule , picked cotton and hoed peanuts .","He [Mask] afoot behind a mule , picked cotton and hoed peanuts .","When Chief Gates plowed into the front room , which also served as a play area , the only people inside were two women and three small children , two of whom were eating ice cream .",plowed,3
1373,0,rain,6,But I could n't make it rain . ''/'',But I could n't make it [Mask] . ''/'',`` We 're going to keep attacking . ''/'',attacking,6
1374,1,flying,47,"Not surprisingly , Helsinki is most appealing when things are kept Finnish , be it architecture , artifacts or sailors . -LRB- Finnish sailors , who train on one of Helsinki 's bucolic islands , sport blond hair , tans and jaunty white caps that look like flying saucers. -RRB-/-RRB-","Not surprisingly , Helsinki is most appealing when things are kept Finnish , be it architecture , artifacts or sailors . -LRB- Finnish sailors , who train on one of Helsinki 's bucolic islands , sport blond hair , tans and jaunty white caps that look like [Mask] saucers. -RRB-/-RRB-","On the road , she sleeps like a fireman , fully dressed in a sweatsuit , her eyeglasses and keys handy in case a fire alarm goes off . -LRB- She 's been rousted by false alarms four times in the past year. -RRB-/-RRB-",sleeps,5
1375,1,besieged,33,"Democratic candidates are plagued by confusion over the lessons of Vietnam , reluctant to take on new military obligations , troubled by the buildup in American military power in the Reagan years and besieged here in Iowa by interest groups assailing even the current level of U.S. engagements .","Democratic candidates are plagued by confusion over the lessons of Vietnam , reluctant to take on new military obligations , troubled by the buildup in American military power in the Reagan years and [Mask] here in Iowa by interest groups assailing even the current level of U.S. engagements .",Racism has gone largely unnoticed as images of Brazilians of all shades dancing the samba at Carnival created a sense of racial harmony .,dancing,12
1376,1,dissolves,4,"An initially orderly crowd dissolves into a melee of people swapping pins , Frisbees , and bubble gum .","An initially orderly crowd [Mask] into a melee of people swapping pins , Frisbees , and bubble gum .","Their camels sleep tied to nearby posts , under blankets on a raked spit of sand .",sleep,2
1377,0,stumbled,9,"In 1813 , a Welsh missionary named Thomas Jones stumbled across the hills into Meghalaya and began pushing the native Khasis , who today make up half the population , along the rocky path toward modernization and Christianity .","In 1813 , a Welsh missionary named Thomas Jones [Mask] across the hills into Meghalaya and began pushing the native Khasis , who today make up half the population , along the rocky path toward modernization and Christianity .","In this isolated valley where peasants furrow their cornfields with mule-drawn wooden plows , archaeologists are unearthing a cradle of ancient Mexican civilization -- an Olmec settlement that flourished between 1200 and 600 B.C .",flourished,28
1378,1,vaporized,52,"A `` guide to business technique , '' yes ; the `` autobiography '' of a tycoon , sure ; a volume of `` management tips , '' you bet ; but to hear the publishing world tell it , the vulgar GRQ book is a thing of the past , having vaporized like those screwy financial schemes cooked up by the likes of Ralph Kramden and Ed Norton .","A `` guide to business technique , '' yes ; the `` autobiography '' of a tycoon , sure ; a volume of `` management tips , '' you bet ; but to hear the publishing world tell it , the vulgar GRQ book is a thing of the past , having [Mask] like those screwy financial schemes cooked up by the likes of Ralph Kramden and Ed Norton .","Richard Boyle , vice chairman of Chase Manhattan Corp . , avoids serious business when eating in with staffers ; `` I do n't want to give people indigestion , '' he explains .",eating,15
1379,1,besieged,16,The picture painted in the annual report shows one of the nation 's largest banking corporations besieged by problems that it seems unable to control .,The picture painted in the annual report shows one of the nation 's largest banking corporations [Mask] by problems that it seems unable to control .,Eastern has made elaborate preparations to keep the airline flying with non-union workers .,flying,9
1380,1,flooded,15,"But after the proposal was announced , members of the Aircraft Owners and Pilots Association flooded Congress and the FAA with 80 , 000 letters -- a record number for an aviation issue .","But after the proposal was announced , members of the Aircraft Owners and Pilots Association [Mask] Congress and the FAA with 80 , 000 letters -- a record number for an aviation issue .","For the first seven months of 1988 , the small regional carrier flew 3.94 billion revenue passenger miles , up 30 % from 3.03 billion a year earlier .",flew,12
1381,1,flooded,8,"Meanwhile , state and private testing laboratories were flooded with thousands of grain samples as merchants and farmers sought reassurance that their commodities were safe .","Meanwhile , state and private testing laboratories were [Mask] with thousands of grain samples as merchants and farmers sought reassurance that their commodities were safe .","Soybean seed sales skidded last spring in South Carolina , and dealers were forced to destroy tens of thousands of bags .",destroy,15
1382,0,killed,31,"Last Tuesday , a federal jury in Akron , Ohio said it could n't identify a defect that could have caused an Audi 5000 to suddenly accelerate in an accident that killed a six-year-old boy .","Last Tuesday , a federal jury in Akron , Ohio said it could n't identify a defect that could have caused an Audi 5000 to suddenly accelerate in an accident that [Mask] a six-year-old boy .","It knocked her down , ran over her leg and plowed into some parked cars , hurtling her six-week-old son off the front seat .",plowed,10
1383,1,dissolved,20,"So , as the team investigating the disaster homed in on two top generals , on May 27 President Zia dissolved the civilian side of the government , alleging the civilians were corrupt and that Pakistan needed more religion .","So , as the team investigating the disaster homed in on two top generals , on May 27 President Zia [Mask] the civilian side of the government , alleging the civilians were corrupt and that Pakistan needed more religion .",The Soviets also rate as prime suspects in the plane crash that killed President Zia ul-Haq in August ; Pakistanis have concluded the cause was unspecified sabotage .,killed,12
1384,1,poured,15,"Among other things , that would free up more of Moscow 's resources to be poured into the continuing expansion of the Soviet Pacific fleet and military facilities like Da Nang and Cam Ranh Bay .","Among other things , that would free up more of Moscow 's resources to be [Mask] into the continuing expansion of the Soviet Pacific fleet and military facilities like Da Nang and Cam Ranh Bay .","While the chief contracting officer in the cruise-missile office , Mr. Parkin in 1982 helped Mr. Galvin get a $ 225 , 964 contract to study the targeting equipment for the Tomahawk missile , according to the Navy and Mr. Parkin .",targeting,27
1385,0,killing,16,"In November , North Korean agents blew up a Korean airliner en route to Seoul , killing all 115 people aboard .","In November , North Korean agents blew up a Korean airliner en route to Seoul , [Mask] all 115 people aboard .",The crash was blamed on a bomb planted by Sikh terrorists .,planted,7
1386,0,dances,17,"In the third `` mansion , '' the lascivious emperor , Diocletian -LRB- Patrick Dupond -RRB- , dances a pas de deux with the youth and then repeats it , almost step for step , with the queen .","In the third `` mansion , '' the lascivious emperor , Diocletian -LRB- Patrick Dupond -RRB- , [Mask] a pas de deux with the youth and then repeats it , almost step for step , with the queen .","He code-names companies targeted for possible acquisition with B-words , like batman , bellini -LRB- `` a wonderful combination of champagne and peach juice '' -RRB- and baccarat -LRB- the gambling game -RRB- simply because `` it struck me as an interesting strategem . ''/''",targeted,3
1387,1,flourished,5,"For starters , factoring has flourished because many merchants are so willing to do it for a share of the telemarketer 's proceeds .","For starters , factoring has [Mask] because many merchants are so willing to do it for a share of the telemarketer 's proceeds .","Airlines say they have lessened the risk by focusing increases on business fliers , who often must fly at any price .",fly,17
1388,1,flourishing,3,McDonald 's is flourishing in 11 other nations in the region .,McDonald 's is [Mask] in 11 other nations in the region .,She watched an older couple dancing outside in the restaurant 's courtyard .,dancing,5
1389,0,dances,38,"`` I have undergraduate degrees in chemistry and marketing , but I 'm going to law school in the fall and I hope this will pay for it , '' says Sasha , who wears eyeglasses when she dances . -LRB- `` These glasses are fake , '' she explains .","`` I have undergraduate degrees in chemistry and marketing , but I 'm going to law school in the fall and I hope this will pay for it , '' says Sasha , who wears eyeglasses when she [Mask] . -LRB- `` These glasses are fake , '' she explains .","`` With Henry 's departure , these people are going to flourish , '' says Salomon President Thomas Strauss .",flourish,11
1390,0,sleep,21,"A cot in the studio , coupled with the play of entire compact disks , provides him with the opportunity to sleep ; his longest snooze so far is 15 minutes .","A cot in the studio , coupled with the play of entire compact disks , provides him with the opportunity to [Mask] ; his longest snooze so far is 15 minutes .","It is a world in which everyone plagiarizes , but some prosper while others stumble .",stumble,14
1391,0,plant,5,"Durum wheat farmers expect to plant 3.7 million acres , up 12 % from last year , while spring wheat plantings are expected to total 12.8 million acres , down 7 % .","Durum wheat farmers expect to [Mask] 3.7 million acres , up 12 % from last year , while spring wheat plantings are expected to total 12.8 million acres , down 7 % .","More mines than maize is planted in the countryside , much of which is controlled by the guerrillas .",planted,5
1392,0,dancing,3,"Then watch women dancing nude at Tattletales , a blue-collar strip joint down the road with trucks outside and a Welcome Democrats sign on the roof .","Then watch women [Mask] nude at Tattletales , a blue-collar strip joint down the road with trucks outside and a Welcome Democrats sign on the roof .",Salsa and rap music pour out of the windows .,pour,4
1393,1,targeted,15,"The number of annual inspections remains unchanged , however , mainly because many more are targeted on the construction industry , where inspections require fewer manhours than they do in manufacturing .","The number of annual inspections remains unchanged , however , mainly because many more are [Mask] on the construction industry , where inspections require fewer manhours than they do in manufacturing .","With more carriers flying abroad , airlines are pressuring the FAA to allow them to use foreign repair stations to perform major maintenance work .",flying,3
1394,0,melting,46,"There were kimono-clad waitresses , a couple of hundred men in blue suits , name cards , whiskey , little sushi bars and noodle stands along the walls , chefs with puff hats , piles of shrimp and meat , and an ice sculpture , slowly melting , as a centerpiece .","There were kimono-clad waitresses , a couple of hundred men in blue suits , name cards , whiskey , little sushi bars and noodle stands along the walls , chefs with puff hats , piles of shrimp and meat , and an ice sculpture , slowly [Mask] , as a centerpiece .","After two hours of this and more , Mr. Grappelli finally came on stage , wearing the loudest plaid shirt you 've ever seen , and impishly , sweetly played circles around everyone , never for a second showing his age .",played,29
1395,1,vaporizing,24,"In one spectacular 508-point swan dive Oct. 19 , the industrial average crashed back to the level it first surpassed in March 1986 , vaporizing the stunning advances of the intervening months -- along with many investors ' paper profits .","In one spectacular 508-point swan dive Oct. 19 , the industrial average crashed back to the level it first surpassed in March 1986 , [Mask] the stunning advances of the intervening months -- along with many investors ' paper profits .","One broker , whose business failed after the crash , began abusing drugs -- mainly sleeping pills -- and contemplated divorce and suicide , says Mari Terzaghi , a clinical psychologist who treats many Wall Street professionals .",sleeping,15
1396,0,destroy,51,"The indictment also charges that Mr. Frankel , 32 , and Mr. Yagoda , 44 , committed perjury and obstruction of justice when they testified before the SEC in 1986 , and that Mr. Frankel further attempted to obstruct the SEC 's investigation when he directed a co-conspirator at Drexel to destroy certain documents .","The indictment also charges that Mr. Frankel , 32 , and Mr. Yagoda , 44 , committed perjury and obstruction of justice when they testified before the SEC in 1986 , and that Mr. Frankel further attempted to obstruct the SEC 's investigation when he directed a co-conspirator at Drexel to [Mask] certain documents .","Among the hundreds of pages of affidavits and depositions filed by the SEC with a federal court in New York earlier this week are sworn statements by six of Mr. Wang 's colleagues in Morgan Stanley 's mergers and acquisitions department indicating that he was intimately familiar with much of their work , and sometimes may have pumped them for details .",pumped,57
1397,0,fly,17,"He is part of a growing air force of amateur aces around the country who rebuild and fly aging warplanes , indulging in weekend flights of fantasy like Mr. Deakins 's Battle of Stuart . -LRB- He won , he says , by keeping Mr. Stephenson , 48 , in his gun sights for 10 seconds ; the planes are unarmed .","He is part of a growing air force of amateur aces around the country who rebuild and [Mask] aging warplanes , indulging in weekend flights of fantasy like Mr. Deakins 's Battle of Stuart . -LRB- He won , he says , by keeping Mr. Stephenson , 48 , in his gun sights for 10 seconds ; the planes are unarmed .","On one occasion , intelligence sources say , a rebel band took its Stingers to the Soviet air base at Qandahar , set up shop not far from the end of the runway , blasted a few Soviet planes as they tried to take off laden with fuel and ammunition , then melted into the hills .",melted,52
1398,1,cooled,18,"Business confidence remains buoyant despite the October market crash , according to the survey , though it has cooled somewhat since the previous poll .","Business confidence remains buoyant despite the October market crash , according to the survey , though it has [Mask] somewhat since the previous poll .","Thanks to further development of previously discovered reserves in Alaska and the Gulf of Mexico , BP America is one of the few North American oil producers that pumped more crude oil last year than in 1986 .",pumped,28
1399,0,fly,9,"Armand Hammer , chairman of Occidental , planned to fly to Scotland to check out the situation for himself .","Armand Hammer , chairman of Occidental , planned to [Mask] to Scotland to check out the situation for himself .","Making the Paris-Dakar rally less perilous , Mr. Sabine says , might kill it .",kill,12
1400,0,fly,9,"The other two aircraft will seat 150 people and fly 7 , 200 miles .","The other two aircraft will seat 150 people and [Mask] 7 , 200 miles .",International collaboration flourishes between the major laboratories .,flourishes,2
1401,0,flown,8,A revenue passenger mile is one paying passenger flown one mile .,A revenue passenger mile is one paying passenger [Mask] one mile .,International collaboration flourishes between the major laboratories .,flourishes,2
1402,1,dance,3,He just might dance into the 1990s .,He just might [Mask] into the 1990s .,"It could even store some first-class sleeping berths , says Mr. Newkirk .",sleeping,6
1403,1,kill,17,"Senator Kennedy , and the handful of legislators who knew about the secret provision , intended to kill two unfriendly newspapers .","Senator Kennedy , and the handful of legislators who knew about the secret provision , intended to [Mask] two unfriendly newspapers .","Police , meanwhile , raided Arab villages and destroyed the homes of suspected activists .",destroyed,8
1404,1,wither,34,"Mr. Borge ridicules anti-government marchers and muses about establishing a `` museum of political parties '' to show future generations what some of the more-conservative groups were like , since he expects them to wither under the forces of history .","Mr. Borge ridicules anti-government marchers and muses about establishing a `` museum of political parties '' to show future generations what some of the more-conservative groups were like , since he expects them to [Mask] under the forces of history .","Bishop de Landa , recalled to Spain in 1568 , went down in history as a book-burner for destroying the Maya codices , an act that seems more understandable as we learn more about their civilization .",destroying,18
1405,0,planting,5,"Mr. Shamir spent Tu Bishvat planting a tree at a Jewish settlement on the occupied West Bank , where he said he expected the settlement movement to grow and flourish .","Mr. Shamir spent Tu Bishvat [Mask] a tree at a Jewish settlement on the occupied West Bank , where he said he expected the settlement movement to grow and flourish .","Mr. Shamir spent Tu Bishvat planting a tree at a Jewish settlement on the occupied West Bank , where he said he expected the settlement movement to grow and flourish .",flourish,29
1406,0,sleeping,15,"One broker , whose business failed after the crash , began abusing drugs -- mainly sleeping pills -- and contemplated divorce and suicide , says Mari Terzaghi , a clinical psychologist who treats many Wall Street professionals .","One broker , whose business failed after the crash , began abusing drugs -- mainly [Mask] pills -- and contemplated divorce and suicide , says Mari Terzaghi , a clinical psychologist who treats many Wall Street professionals .","And in a withering critique of Wall Street 's performance , the report shows that key participants -- including some major firms , stock exchange specialists and portfolio insurers -- not only failed to stem the chaos , but helped make it worse .",withering,3
1407,0,eats,16,"They wo n't let her use her own stove or refrigerator , so she cooks and eats meals at a neighbor 's .","They wo n't let her use her own stove or refrigerator , so she cooks and [Mask] meals at a neighbor 's .",Olds is n't the only advertiser targeting Southern California with such campaigns .,targeting,6
1408,1,plowed,15,"Early last month , U.S. investors such as Rockefeller Foundation and Equitable Capital Management Corp. plowed $ 225 million into Advent Corp. 's International Network Fund .","Early last month , U.S. investors such as Rockefeller Foundation and Equitable Capital Management Corp. [Mask] $ 225 million into Advent Corp. 's International Network Fund .",She watched an older couple dancing outside in the restaurant 's courtyard .,dancing,5
1409,1,withered,12,"But the ANC has grown , and black supremacist breakaway groups have withered .","But the ANC has grown , and black supremacist breakaway groups have [Mask] .","Tim Thiele , a Saskatchewan area manager for Ducks Unlimited , a conservation group , said thousands of small ponds where ducks nest and breed have evaporated .",evaporated,26
1410,0,drinking,16,"F.W. Christian , a traveler and writer of the 19th century , said that , after drinking sakau , `` the head remains clear but the legs sometime suffer a temporary paralysis . ''/''","F.W. Christian , a traveler and writer of the 19th century , said that , after [Mask] sakau , `` the head remains clear but the legs sometime suffer a temporary paralysis . ''/''","At the beginning of the book , Mr. Haraszti asks , `` Is freedom really necessary for art to flourish ? ''/''",flourish,19
1411,0,killed,17,"Shortly , the USS Stark failed to defend itself from an Iraqi attack and 37 Americans were killed .","Shortly , the USS Stark failed to defend itself from an Iraqi attack and 37 Americans were [Mask] .",The crash was blamed on a bomb planted by Sikh terrorists .,planted,7
1412,0,targeted,26,"In a letter sent yesterday to the German media , the terrorist group said Mr. Tietmeyer , who was unharmed in the attack , has been targeted because of his central role in sustaining the world 's `` imperialist '' financial system .","In a letter sent yesterday to the German media , the terrorist group said Mr. Tietmeyer , who was unharmed in the attack , has been [Mask] because of his central role in sustaining the world 's `` imperialist '' financial system .","`` With Henry 's departure , these people are going to flourish , '' says Salomon President Thomas Strauss .",flourish,11
1413,0,flown,8,A revenue passenger mile is one paying passenger flown one mile .,A revenue passenger mile is one paying passenger [Mask] one mile .,International collaboration flourishes between the major laboratories .,flourishes,2
1414,1,pouring,6,So the chemical industry is reluctantly pouring millions into developing biodegradable plastics .,So the chemical industry is reluctantly [Mask] millions into developing biodegradable plastics .,Heavy water is used to control and cool the reaction of small research reactors .,cool,7
1415,1,dissolved,25,"Afterward , Enrique `` Quique '' Galarza , Cojunto 's lively , goateed , 40-ish lead singer , explained that he and his colleagues recently dissolved a pre-existing group and started Cojunto , so they do n't have any home turf dates either .","Afterward , Enrique `` Quique '' Galarza , Cojunto 's lively , goateed , 40-ish lead singer , explained that he and his colleagues recently [Mask] a pre-existing group and started Cojunto , so they do n't have any home turf dates either .","When they 're not in front of the camera , the Toons sing and dance at their version of Harlem 's Cotton Club .",dance,14
1416,0,drink,22,And it did n't help that law-enforcement officials have reported problems with 19- and 20-year-olds coming to Wyoming from neighboring states to drink .,And it did n't help that law-enforcement officials have reported problems with 19- and 20-year-olds coming to Wyoming from neighboring states to [Mask] .,"The clash of goals is rare in postwar Japan , where consensus has enabled banks and industry to flourish .",flourish,18
1417,1,flew,10,"Cohen and Kravis was described as cordial , angry charges flew like hail behind the scenes .","Cohen and Kravis was described as cordial , angry charges [Mask] like hail behind the scenes .","These were incentives , the official visitor said , to get them planting again .",planting,12
1418,1,stumble,23,With Iowa and New Hampshire behind them -- and victories for Rep. Richard Gephardt and Gov. Michael Dukakis -- the Democratic candidates now stumble South locked in a struggle that more and more experts and party leaders believe will go the distance .,With Iowa and New Hampshire behind them -- and victories for Rep. Richard Gephardt and Gov. Michael Dukakis -- the Democratic candidates now [Mask] South locked in a struggle that more and more experts and party leaders believe will go the distance .,Southeastern poultry producers fear withering soybean supplies will force up prices on other commodities .,withering,4
1419,0,drinking,23,"Every night at the Dukakis hotel , the Hyatt Regency , the New York and Washington reporters and the Dukakis people intermingled , drinking till three or four in the morning .","Every night at the Dukakis hotel , the Hyatt Regency , the New York and Washington reporters and the Dukakis people intermingled , [Mask] till three or four in the morning .","Senator Kennedy , and the handful of legislators who knew about the secret provision , intended to kill two unfriendly newspapers .",kill,17
1420,0,plow,8,"The speculation centers on whether some farmers would plow under their wheat crop , some of which is nearing harvest , to make the switch in time to grow soybeans , said Richard Loewy , senior grain and oilseed analyst at Prudential-Bache Securities Inc . , New York .","The speculation centers on whether some farmers would [Mask] under their wheat crop , some of which is nearing harvest , to make the switch in time to grow soybeans , said Richard Loewy , senior grain and oilseed analyst at Prudential-Bache Securities Inc . , New York .","If dry weather cuts normal production by just three bushels an acre , the nation 's soybean stockpiles could evaporate by next year , says Richard Loewy , senior grain and oilseed analyst at Prudential-Bache Securities Inc .",evaporate,19
1421,1,plowed,6,"`` And available funds are being plowed into mortar , brick and tar , '' says chief of research David Swenson .","`` And available funds are being [Mask] into mortar , brick and tar , '' says chief of research David Swenson .","`` Every day I come into Manhattan , I see people sleeping in boxes , '' he says .",sleeping,11
1422,1,withered,8,They remember how the boom in small stocks withered in March under the glare of bull-market publicity ; some portfolio managers back then were complaining that the public excitement over little stocks was a bit overdone .,They remember how the boom in small stocks [Mask] in March under the glare of bull-market publicity ; some portfolio managers back then were complaining that the public excitement over little stocks was a bit overdone .,"When the chairman of Santa Fe Southern Pacific Corp. flew into town a few months ago in the corporate jet , a small group of trainmen here knew they had struck a raw nerve .",flew,9
1423,0,eat,30,"Indiana Rep. Andrew Jacobs , a Democrat who 's neutral in the presidential-nomination contest , says Mr. Gephardt reminds him of a time in his life when he had to eat a lot of dinners at a drive-in restaurant .","Indiana Rep. Andrew Jacobs , a Democrat who 's neutral in the presidential-nomination contest , says Mr. Gephardt reminds him of a time in his life when he had to [Mask] a lot of dinners at a drive-in restaurant .",I would sleep better knowing Dan Quayle was in the National Guard than on the national ticket .,sleep,2
1424,1,attacking,12,"Outraged at the sentence , the black community mounted an international campaign attacking the country 's legal system .","Outraged at the sentence , the black community mounted an international campaign [Mask] the country 's legal system .","Police , meanwhile , raided Arab villages and destroyed the homes of suspected activists .",destroyed,8
1425,1,targeted,24,"If the `` done deal '' is undone by one of the regulatory bodies , he expects back-up bidders to move in and has targeted a worstcase price of $ 22 a share .","If the `` done deal '' is undone by one of the regulatory bodies , he expects back-up bidders to move in and has [Mask] a worstcase price of $ 22 a share .","At the Houston Petroleum Club , industry officials could n't eat lunch of late without discussing speculation that Exxon was going to walk away with all of the Tenneco properties .",eat,10
1426,0,flew,12,"For the first seven months of 1988 , the small regional carrier flew 3.94 billion revenue passenger miles , up 30 % from 3.03 billion a year earlier .","For the first seven months of 1988 , the small regional carrier [Mask] 3.94 billion revenue passenger miles , up 30 % from 3.03 billion a year earlier .","In the year ended March 31 , North Sea oil pumped # 8.2 billion into government coffers .",pumped,10
1427,1,flourishing,7,"The unit 's soda ash business is flourishing , analysts say .","The unit 's soda ash business is [Mask] , analysts say .","The new calculations showed the shuttle could fly safely , he said .",fly,7
1428,0,destroying,1,"After destroying two platforms , the Iranian gunboat the Joshan mounted a failed assault on the Navy ships and was quickly sunk .","After [Mask] two platforms , the Iranian gunboat the Joshan mounted a failed assault on the Navy ships and was quickly sunk .","Among other things , that would free up more of Moscow 's resources to be poured into the continuing expansion of the Soviet Pacific fleet and military facilities like Da Nang and Cam Ranh Bay .",poured,15
1429,0,sleep,6,"`` Last night I went to sleep in Detroit City , '' Bobby Bare crooned in a 1963 song celebrating this migration , `` and I dreamed about the cotton fields back home . ''/''","`` Last night I went to [Mask] in Detroit City , '' Bobby Bare crooned in a 1963 song celebrating this migration , `` and I dreamed about the cotton fields back home . ''/''","`` If you put a pile of candy bars out in a pasture , '' Mr. Flickinger says , `` they 'd go eat themselves to death . ''/''",eat,23
1430,0,dancing,29,"At the end of the group 's 40-minute set , the audience members have decided they do n't care about the museum 's rules either , and they 're dancing in the aisles .","At the end of the group 's 40-minute set , the audience members have decided they do n't care about the museum 's rules either , and they 're [Mask] in the aisles .",But let 's be specific and kill off only those programs that are n't working .,kill,6
1431,1,targeting,12,"But although Motorola , with its new chips , seems to be targeting the fledgling RISC-chip market opened by Sun and others , its fiercest competitor remains microprocessor powerhouse Intel Corp . , analysts say .","But although Motorola , with its new chips , seems to be [Mask] the fledgling RISC-chip market opened by Sun and others , its fiercest competitor remains microprocessor powerhouse Intel Corp . , analysts say .","Horace Furumoto , chairman and chief executive officer , said the company recently has completed its first phase as a public company , which included the development of lasers for removing birthmarks and for destroying kidney stones without surgery .",destroying,34
1432,1,evaporated,7,Vista Group 's $ 16-a-share offer quickly evaporated in the controversy .,Vista Group 's $ 16-a-share offer quickly [Mask] in the controversy .,"Coincidence perhaps , but within 48 hours , Ms. Fox says , it rained here .",rained,13
1433,0,plowed,18,But sometimes there is a loosening of former rigidities: The communists once declared golf a capitalist evil and plowed up courses to plant crops .,But sometimes there is a loosening of former rigidities: The communists once declared golf a capitalist evil and [Mask] up courses to plant crops .,But there were stumbling blocks from the start .,stumbling,3
1434,0,eating,23,"And when various award-winning fruits and animals were assembled for a local TV shot , Chief tried to eliminate the 59-pound watermelon by eating it .","And when various award-winning fruits and animals were assembled for a local TV shot , Chief tried to eliminate the 59-pound watermelon by [Mask] it .","The international Food Court , serving up a melting pot of fast food , approximates a municipal park .",melting,8
1435,1,flying,48,"Already , he has changed the French political landscape in a way that may be more long-lasting than the Reagan Revolution in the U.S. Building the Socialist Party from scratch in 1971 , Mr. Mitterrand went on to prove that a leftist could get elected without France 's flying apart .","Already , he has changed the French political landscape in a way that may be more long-lasting than the Reagan Revolution in the U.S. Building the Socialist Party from scratch in 1971 , Mr. Mitterrand went on to prove that a leftist could get elected without France 's [Mask] apart .","And Mr. Gorbachev 's proposal to remove aircraft -- which easily can fly back to Central Europe during a crisis -- would be meaningless unless they are destroyed , Mr. Chalmers says .",fly,12
1436,0,flourish,15,Another major Japanese concern is that any mold that slips throught U.S. screening procedures would flourish during the long passage to Japan .,Another major Japanese concern is that any mold that slips throught U.S. screening procedures would [Mask] during the long passage to Japan .,"The Australian experience might be of interest to the U.S . , which just agreed to pump nearly $ 1 billion of development aid into the Philippines .",pump,16
1437,1,pouring,8,"The campaign against Boston 's rats will require pouring , in a manner of speaking , millions of dollars down rat holes .","The campaign against Boston 's rats will require [Mask] , in a manner of speaking , millions of dollars down rat holes .",State officials are advising farmers to plow under infested fields .,plow,6
1438,0,dissolve,7,"Although some research indicates that Activase can dissolve clots faster than streptokinase , there is n't any published research showing that the Genentech product can increase survival but such research may be available soon .","Although some research indicates that Activase can [Mask] clots faster than streptokinase , there is n't any published research showing that the Genentech product can increase survival but such research may be available soon .",But the Baylor Research Foundation in Dallas soon will unveil a technique for using this versatile laser to vaporize tumors without hurting the surrounding healthy cells .,vaporize,18
1439,0,ate,5,Plus a man who once ate an entire plane piece by piece .,Plus a man who once [Mask] an entire plane piece by piece .,It pours toilet paper in parts of Michigan .,pours,1
1440,0,flew,11,"In a discussion on board his Air Force jet as he flew to a speech here , Mr. Bush also indicated that he would attempt to have it both ways in budget negotiations with Congress , saying he is willing to negotiate deficit-reduction steps but wo n't want to include new taxes in the negotiations .","In a discussion on board his Air Force jet as he [Mask] to a speech here , Mr. Bush also indicated that he would attempt to have it both ways in budget negotiations with Congress , saying he is willing to negotiate deficit-reduction steps but wo n't want to include new taxes in the negotiations .","While proposing such cuts to attack the current deficit , Mr. Jackson is vague on how the expensive new social programs he proposes would pay for themselves .",attack,5
